voter_id,name,age,gender,race,income,location,party,abortion_view,gun_control_view,immigration_view,voted_last_election
25492850,Patricia Johnson,40,Female,White,Middle,Urban,Democrat,2.0,2.4,0.1,False
51056458,Joseph Wilson,20,Male,White,Middle,Urban,Republican,-2.6,-2.7,-2.1,True
40623421,Linda Wilson,63,Female,White,Middle,Urban,Democrat,2.2,2.0,0.6,False
32257334,Rosa Rodriguez,63,Female,Hispanic,Middle,Urban,Democrat,2.7,2.2,1.7,True
31964433,James Johnson,29,Male,White,High,Urban,Republican,-3.0,-2.5,-2.5,False
1703520,Tamika Wilson,25,Female,Black,Middle,Urban,Democrat,1.5,2.7,1.4,False
96533587,Liu Li,78,Female,Asian,Middle,Suburban,Democrat,2.5,1.8,1.5,True
46684917,Jesus Perez,23,Male,Hispanic,Middle,Urban,Democrat,1.5,2.2,2.3,True
85896139,Thomas Brown,29,Male,White,Middle,Suburban,Republican,-3.0,-2.6,-2.1,False
7460915,Michael Brown,39,Male,White,Middle,Suburban,Republican,-2.9,-2.4,-1.7,True
71289414,Richard Jones,72,Male,White,Middle,Urban,Republican,-2.5,-1.9,-2.2,True
83459383,Robert Rodriguez,61,Male,White,Middle,Urban,Republican,-1.0,-2.4,-1.6,False
37937200,David Smith,66,Male,White,Middle,Urban,Democrat,1.6,3.0,1.9,False
63851349,James Jones,89,Male,White,Middle,Rural,Republican,-3.0,-1.7,-2.1,False
48838178,Ana Martinez,58,Female,Hispanic,Middle,Suburban,Democrat,1.6,1.1,1.5,False
72167100,David Johnson,30,Male,White,Low,Suburban,Democrat,0.7,3.0,1.9,True
81083372,Zhao Jian,45,Male,Asian,High,Urban,Republican,-2.5,-2.1,-3.0,False
36326045,Rosa Lopez,38,Female,Hispanic,Middle,Rural,Republican,-2.2,-2.3,-2.3,False
85550184,Michael Smith,25,Male,White,Middle,Rural,Republican,-2.3,-2.1,-1.5,True
86708557,Liu Yang,27,Male,Asian,Middle,Urban,Democrat,2.2,1.9,1.3,False
7187808,Young Choi,86,Male,Asian,Middle,Rural,Republican,-1.5,-2.6,-2.4,False
8518392,William Johnson,44,Male,White,Middle,Urban,Democrat,1.4,2.5,1.9,True
77133834,Vihaan Mehta,45,Male,Asian,Low,Rural,Republican,-1.1,-2.2,-2.8,False
83962630,Alejandro Sanchez,19,Male,Hispanic,Middle,Urban,Republican,-2.4,-2.9,-2.2,False
65024588,David Williams,88,Male,White,Middle,Rural,Republican,-2.7,-2.1,-2.4,False
52281259,Robert Garcia,89,Male,White,Middle,Urban,Independent,-0.1,0.4,-0.1,True
28973636,Joseph Brown,48,Male,White,Middle,Urban,Democrat,1.2,1.9,1.9,False
33628583,Elizabeth Miller,48,Female,White,High,Urban,Republican,-2.5,-2.5,-1.5,True
92478522,Keisha Williams,55,Female,Black,High,Suburban,Republican,-2.3,-1.8,-1.7,False
96756677,Jessica Davis,25,Female,White,Middle,Suburban,Republican,-2.2,-1.6,-2.9,False
64467134,Elizabeth Rodriguez,89,Female,White,Middle,Rural,Republican,-1.8,-2.8,-1.3,True
63774747,Susan Brown,22,Female,White,Middle,Urban,Democrat,1.6,3.0,1.3,True
54984041,Jose Lopez,67,Male,Hispanic,Middle,Urban,Democrat,1.7,2.7,1.4,True
44231143,Teresa Sanchez,66,Female,Hispanic,Low,Urban,Democrat,2.1,2.6,2.2,True
87444702,DeShawn Jones,23,Male,Black,Low,Suburban,Democrat,1.7,2.9,0.6,False
83932171,David Miller,68,Male,White,High,Urban,Republican,-3.0,-2.0,-0.3,False
75811808,Susan Smith,27,Female,White,Middle,Rural,Republican,-2.0,-1.5,-2.5,False
12310739,William Garcia,71,Male,White,High,Suburban,Democrat,1.9,2.4,0.8,True
45463031,Sunita Banerjee,34,Female,Asian,Middle,Urban,Democrat,3.0,2.1,0.7,True
12954991,Karen Johnson,74,Female,White,Low,Rural,Democrat,2.1,1.5,1.7,True
10334230,Elena Lopez,60,Female,Hispanic,Low,Urban,Republican,-1.9,-1.9,-1.8,False
78887470,Michael Garcia,47,Male,White,Middle,Suburban,Republican,-2.3,-1.9,-1.2,True
7657470,Susan Jones,33,Female,White,High,Rural,Republican,-1.6,-2.9,-1.5,True
73284680,Robert Smith,65,Male,White,Middle,Urban,Democrat,1.0,3.0,1.4,True
68078148,Michael Wilson,63,Male,White,High,Suburban,Republican,-1.1,-2.2,-1.9,True
48188961,Linda Jones,80,Female,White,Low,Urban,Republican,-1.8,-3.0,-1.4,True
85387606,Luis Sanchez,89,Male,Hispanic,Middle,Rural,Independent,-1.3,-0.5,1.0,True
65498639,Elena Gonzalez,81,Female,Hispanic,High,Urban,Republican,-2.0,-2.5,-1.7,False
28087211,Michael Jones,32,Male,White,Middle,Urban,Republican,-2.7,-3.0,-2.0,True
34048997,Jessica Davis,59,Female,White,High,Suburban,Republican,-1.7,-2.9,-1.3,False
75471867,Zhang Mei,27,Female,Asian,Middle,Rural,Independent,3.0,-0.8,0.6,True
17147253,Sarah Miller,68,Female,White,Middle,Suburban,Democrat,1.7,2.0,2.8,False
25316180,William Miller,22,Male,White,Middle,Suburban,Republican,-1.8,-3.0,-2.5,True
57619213,Antonio Gonzalez,40,Male,Hispanic,High,Urban,Independent,0.1,-0.9,0.8,False
57764418,Ji Lee,18,Female,Asian,Middle,Suburban,Democrat,2.0,2.4,0.8,False
93887246,Tamika Johnson,63,Female,Black,Low,Rural,Democrat,3.0,3.0,1.9,True
13751323,Robert Davis,25,Male,White,High,Suburban,Republican,-2.9,-2.6,-2.1,False
47593048,James Miller,46,Male,White,Middle,Urban,Democrat,0.4,1.8,2.6,False
49900067,William Wilson,75,Male,White,Low,Rural,Republican,-2.3,-2.1,-2.0,True
82927121,Chen Yong,41,Male,Asian,Middle,Suburban,Republican,-2.3,-2.0,-2.8,False
91639376,Robert Garcia,57,Male,White,Middle,Urban,Republican,-2.8,-1.8,-0.9,True
66729763,Shanice Davis,21,Female,Black,Middle,Urban,Democrat,1.1,1.7,1.9,False
46797679,Ebony Jackson,47,Female,Black,Low,Suburban,Democrat,2.0,1.8,2.5,False
9075284,Imani Wilson,65,Female,Black,Middle,Suburban,Democrat,2.4,3.0,2.6,True
40948186,Karen Jones,30,Female,White,Middle,Suburban,Republican,-2.2,-2.5,-1.5,False
31457901,John Johnson,27,Male,White,Low,Suburban,Republican,-3.0,-2.7,-2.3,False
43068809,Maria Sanchez,31,Female,Hispanic,Middle,Urban,Democrat,2.7,2.4,1.1,True
61913689,Jamal Jones,73,Male,Black,Low,Suburban,Democrat,2.2,1.5,2.0,False
17518746,Tamika Moore,44,Female,Black,Middle,Suburban,Democrat,2.4,1.8,2.1,False
53229922,Latasha Davis,75,Female,Black,High,Urban,Republican,-0.8,-2.6,-1.9,True
36622848,Yang Xin,48,Male,Asian,High,Suburban,Republican,-3.0,-2.7,-1.4,False
47869130,Carlos Perez,80,Male,Hispanic,Middle,Urban,Independent,0.6,0.4,0.2,False
98985379,Michael Davis,79,Male,White,Middle,Rural,Republican,-2.6,-1.7,-1.7,True
40567331,Marcus Brown,69,Male,Black,Middle,Urban,Democrat,1.3,2.1,1.3,True
31518148,Keisha Brown,62,Female,Black,Middle,Suburban,Democrat,2.7,2.6,1.7,False
61606246,Charles Garcia,27,Male,White,Middle,Rural,Republican,-2.0,-1.9,-1.3,False
39304881,Joseph Wilson,64,Male,White,High,Urban,Republican,-0.3,-2.2,-2.7,True
73466667,Mary Miller,28,Female,White,Middle,Suburban,Democrat,2.6,2.3,2.0,False
37425186,Robert Johnson,74,Male,White,High,Rural,Republican,-2.6,-2.5,-1.4,True
29872893,Amit Mehta,50,Male,Asian,Middle,Urban,Independent,-1.8,-0.1,1.3,True
13548209,Jennifer Williams,69,Female,White,Middle,Urban,Democrat,2.0,1.2,1.0,False
65667395,Nia Anderson,79,Female,Black,Low,Urban,Democrat,2.1,2.0,2.3,True
95130593,Susan Johnson,89,Female,White,Middle,Suburban,Democrat,3.0,2.2,1.4,True
98857609,Rosa Martinez,84,Female,Hispanic,Middle,Urban,Democrat,2.9,2.2,0.4,True
62687920,Linda Johnson,83,Female,White,Low,Urban,Republican,-1.3,-2.1,-1.7,False
31578989,Charles Miller,19,Male,White,Middle,Urban,Republican,-0.5,-2.5,-1.9,False
14395077,Susan Davis,50,Female,White,Low,Rural,Democrat,2.3,2.3,1.7,True
57013668,Jennifer Davis,45,Female,White,High,Suburban,Republican,-1.2,-3.0,-2.4,False
79688297,Nancy Miller,67,Female,White,Low,Suburban,Democrat,1.9,0.6,1.9,True
26509711,Robert Smith,73,Male,White,High,Rural,Republican,-2.4,-3.0,-1.8,True
11590102,Ebony Williams,37,Female,Black,Low,Urban,Republican,-1.3,-3.0,-2.1,True
39673288,Marcus Davis,18,Male,Black,Low,Suburban,Democrat,2.2,1.5,1.3,True
62273025,Luis Sanchez,73,Male,Hispanic,Low,Suburban,Democrat,2.5,2.3,1.5,True
63573639,Terrell Williams,60,Male,Black,High,Urban,Republican,-2.3,-2.5,-1.7,True
45695187,Sarah Williams,66,Female,White,High,Urban,Republican,-0.6,-2.2,-1.5,True
61711460,Alejandro Hernandez,65,Male,Hispanic,High,Suburban,Republican,-3.0,-2.7,-1.7,True
97697106,William Smith,46,Male,White,Low,Rural,Republican,-2.0,-2.9,-2.1,True
66525493,Nia Taylor,36,Female,Black,Middle,Urban,Democrat,2.7,2.4,1.8,False
80793389,John Jones,67,Male,White,Middle,Rural,Republican,-2.5,-2.3,-2.6,False
37304072,Jamal Anderson,62,Male,Black,Middle,Urban,Democrat,1.6,2.2,1.3,False
46483468,David Smith,72,Male,White,High,Urban,Republican,-2.5,-1.8,-2.0,False
34692017,Richard Rodriguez,78,Male,White,Middle,Urban,Republican,-2.8,-2.1,-2.2,True
39427964,Elena Gonzalez,63,Female,Hispanic,Low,Rural,Democrat,1.9,2.5,1.7,False
10449887,Jessica Johnson,50,Female,White,Middle,Urban,Independent,0.2,0.2,1.1,False
69346645,Nancy Smith,61,Female,White,Low,Urban,Democrat,2.7,1.0,2.0,True
53538323,James Miller,52,Male,White,High,Rural,Republican,-2.5,-2.8,-1.6,False
6931351,Jesus Gonzalez,39,Male,Hispanic,Middle,Suburban,Republican,-2.7,-1.0,-1.7,False
95003099,Shanice Johnson,23,Female,Black,Low,Suburban,Democrat,1.8,1.7,1.6,False
41731951,Rafael Rodriguez,52,Male,Hispanic,Middle,Suburban,Independent,0.1,-2.2,-0.3,False
85561677,John Davis,69,Male,White,Middle,Urban,Republican,-2.5,-2.5,-0.6,True
34833899,Zhou Bin,31,Male,Asian,High,Suburban,Republican,-3.0,-2.2,-2.1,True
24164095,Jesus Ramirez,65,Male,Hispanic,Low,Rural,Republican,-1.5,-1.5,-1.3,True
19671633,Liu Xin,66,Male,Asian,Low,Urban,Democrat,1.7,2.0,1.7,True
79133288,Elizabeth Rodriguez,32,Female,White,Low,Rural,Democrat,2.0,2.4,1.4,True
45743481,Mary Wilson,19,Female,White,Low,Urban,Democrat,2.5,2.4,1.4,False
25631409,Karen Garcia,64,Female,White,Middle,Rural,Republican,-1.0,-2.6,-1.1,True
2193558,Richard Miller,42,Male,White,Low,Rural,Republican,-3.0,-2.4,-2.6,True
72394515,Linda Garcia,80,Female,White,Middle,Rural,Republican,-2.4,-2.3,-2.8,True
4412301,Karen Rodriguez,23,Female,White,Middle,Rural,Independent,2.6,0.4,1.1,False
55712956,Andre Johnson,36,Male,Black,Low,Rural,Democrat,1.5,1.7,1.6,True
97481053,James Rodriguez,82,Male,White,High,Suburban,Republican,-2.2,-1.4,-3.0,True
69306243,Robert Wilson,22,Male,White,Middle,Urban,Republican,-3.0,-2.1,-1.4,False
10142418,Ji Lee,18,Female,Asian,Low,Urban,Democrat,2.2,1.8,1.4,False
96099246,Jennifer Garcia,21,Female,White,Low,Suburban,Republican,-0.4,-2.9,-2.4,True
83697234,Elena Lopez,89,Female,Hispanic,Middle,Urban,Democrat,2.2,1.5,2.0,False
4189077,Sofia Ramirez,70,Female,Hispanic,Middle,Rural,Democrat,2.7,2.1,2.5,True
16836281,Sofia Ramirez,71,Female,Hispanic,Low,Urban,Democrat,2.6,2.5,1.0,False
79070247,Tyrone Wilson,35,Male,Black,Middle,Suburban,Democrat,2.2,2.9,2.2,True
34466596,Nia Johnson,63,Female,Black,Low,Urban,Democrat,2.9,1.5,0.5,True
9443787,John Jones,35,Male,White,Low,Suburban,Democrat,1.9,1.9,1.4,True
69218554,Jennifer Davis,60,Female,White,Middle,Urban,Democrat,2.1,2.2,2.4,False
73569837,DeShawn Johnson,65,Male,Black,Middle,Urban,Democrat,0.3,3.0,2.2,False
82940645,Juana Perez,41,Female,Hispanic,High,Rural,Republican,-2.0,-2.2,-1.5,False
58476236,Luis Perez,67,Male,Hispanic,High,Urban,Republican,-2.3,-1.9,-1.7,True
468874,Elena Martinez,59,Female,Hispanic,Low,Rural,Democrat,2.3,2.1,2.7,True
89454495,Nia Taylor,55,Female,Black,Middle,Urban,Democrat,2.9,2.9,2.4,True
179396,Francisco Garcia,30,Male,Hispanic,Middle,Urban,Republican,-3.0,-1.8,-1.1,True
7570294,Linda Davis,37,Female,White,Middle,Suburban,Republican,-1.9,-1.3,-1.0,False
32562326,LaToya Moore,73,Female,Black,Low,Suburban,Democrat,3.0,2.5,2.5,True
62563442,John Williams,60,Male,White,Low,Urban,Republican,-2.4,-1.6,-1.1,False
48530625,Yang Xiu,37,Female,Asian,Low,Suburban,Democrat,2.5,2.4,2.2,False
20914479,DeShawn Taylor,76,Male,Black,Middle,Urban,Democrat,3.0,2.6,2.0,False
15387550,Karen Smith,23,Female,White,Low,Suburban,Republican,-1.6,-3.0,-1.8,False
27235807,Ebony Davis,79,Female,Black,Middle,Rural,Democrat,1.7,1.2,0.7,True
65709694,Linda Smith,22,Female,White,Low,Urban,Democrat,2.0,1.8,1.3,True
48139187,Charles Miller,76,Male,White,High,Urban,Republican,-1.3,-1.7,-2.7,True
79926566,Sofia Garcia,57,Female,Hispanic,High,Suburban,Republican,-2.3,-2.4,-1.2,True
4736273,David Miller,66,Male,White,Low,Urban,Republican,-2.7,-2.3,-2.7,True
73740963,Joseph Wilson,48,Male,White,Middle,Urban,Republican,-1.7,-2.6,-1.7,True
81822204,Elizabeth Johnson,24,Female,White,Middle,Suburban,Republican,-0.9,-2.2,-1.3,True
38239289,David Johnson,76,Male,White,Middle,Rural,Republican,-3.0,-3.0,-1.4,True
13293128,Nancy Jones,62,Female,White,Middle,Urban,Democrat,1.8,2.2,1.8,False
63560629,Alejandro Ramirez,75,Male,Hispanic,Low,Rural,Democrat,1.6,2.9,1.3,True
6831357,Nia Williams,59,Female,Black,Middle,Rural,Democrat,3.0,2.1,1.8,True
13841201,Jessica Brown,87,Female,White,Low,Urban,Republican,-1.9,-2.6,-1.9,True
38262144,Elizabeth Wilson,18,Female,White,Low,Suburban,Republican,-0.7,-2.0,-1.8,False
19120126,Jennifer Jones,45,Female,White,Low,Urban,Democrat,1.3,2.4,2.0,True
27013142,Thomas Williams,68,Male,White,Middle,Urban,Republican,-2.6,-1.7,-1.6,True
80073250,Joseph Miller,67,Male,White,Middle,Urban,Republican,-3.0,-2.4,-2.1,True
90985467,Patricia Jones,46,Female,White,Low,Suburban,Republican,-1.6,-3.0,-1.1,True
99670757,Thomas Garcia,54,Male,White,Low,Urban,Independent,0.6,-1.3,-0.5,False
60057751,James Rodriguez,27,Male,White,Middle,Urban,Republican,-3.0,-2.3,-1.3,False
14461131,Patricia Brown,63,Female,White,Middle,Urban,Democrat,2.4,2.3,2.4,True
48661148,Terrell Johnson,31,Male,Black,Middle,Rural,Democrat,0.9,1.7,1.3,True
94105201,Michael Rodriguez,23,Male,White,Low,Rural,Republican,-1.2,-1.9,-1.6,False
84575142,Jamal Taylor,87,Male,Black,Middle,Suburban,Democrat,2.2,2.9,1.6,True
3162494,David Miller,83,Male,White,High,Rural,Republican,-2.4,-1.9,-2.3,True
78065115,LaToya Wilson,41,Female,Black,Middle,Suburban,Democrat,2.4,3.0,1.7,True
7573098,Ana Ramirez,40,Female,Hispanic,High,Urban,Republican,-2.5,-2.7,-2.2,False
32916296,David Miller,53,Male,White,Middle,Urban,Republican,-1.1,-2.2,-2.1,True
1217289,Nancy Wilson,90,Female,White,Low,Rural,Republican,-2.2,-1.9,-2.3,False
23049856,John Brown,45,Male,White,Middle,Rural,Republican,-3.0,-2.4,-2.2,False
59361842,Rafael Rodriguez,73,Male,Hispanic,Low,Urban,Republican,-2.2,-2.3,-1.7,True
96849852,Michael Davis,47,Male,White,High,Rural,Republican,-1.9,-2.5,-2.2,False
35921707,Mary Garcia,65,Female,White,Middle,Urban,Democrat,2.6,1.8,1.1,True
25473446,Susan Jones,23,Female,White,Low,Rural,Democrat,2.9,2.2,2.6,True
4792257,Richard Garcia,74,Male,White,Middle,Urban,Democrat,1.8,2.1,1.2,True
37726517,Michael Williams,77,Male,White,Low,Suburban,Republican,-2.5,-3.0,-1.6,False
93782572,Nancy Jones,65,Female,White,Middle,Urban,Democrat,2.6,2.0,2.1,True
67106125,David Wilson,52,Male,White,Low,Urban,Republican,-3.0,-2.3,-1.7,False
64603721,David Miller,71,Male,White,Middle,Urban,Republican,-2.0,-1.8,-1.6,True
14643955,Mary Jones,65,Female,White,Middle,Urban,Democrat,3.0,2.6,0.7,False
87485451,Tyrone Johnson,64,Male,Black,Middle,Suburban,Democrat,1.6,2.2,0.6,False
78564134,Michael Williams,77,Male,White,High,Rural,Republican,-2.9,-2.8,-1.3,True
73207429,Robert Davis,38,Male,White,Middle,Rural,Republican,-3.0,-2.5,-1.7,True
49640495,Charles Smith,52,Male,White,Low,Urban,Republican,-2.1,-2.8,-1.0,False
90727571,John Garcia,69,Male,White,Middle,Suburban,Republican,-3.0,-2.9,-2.1,False
59541172,Juana Garcia,49,Female,Hispanic,High,Suburban,Republican,-1.9,-1.7,-2.4,False
28620745,Guadalupe Lopez,37,Female,Hispanic,Low,Urban,Democrat,1.7,1.5,1.2,True
87514638,David Smith,45,Male,White,Middle,Suburban,Republican,-2.4,-2.4,-2.5,True
85756128,Jennifer Garcia,31,Female,White,High,Rural,Republican,-1.6,-3.0,-1.8,False
60871346,Sofia Hernandez,90,Female,Hispanic,High,Rural,Republican,-2.5,-2.1,-3.0,True
16314333,Hye Shin,63,Female,Asian,Middle,Urban,Democrat,1.6,1.6,1.0,True
29532922,David Brown,51,Male,White,Middle,Urban,Republican,-1.9,-2.4,-2.2,False
39672538,Nancy Rodriguez,53,Female,White,Middle,Suburban,Republican,-2.3,-2.5,-2.0,True
50818940,Michael Garcia,69,Male,White,Middle,Urban,Republican,-2.7,-2.0,-3.0,True
31612470,Sarah Wilson,31,Female,White,Middle,Urban,Democrat,1.0,2.6,2.2,True
78383301,Sarah Rodriguez,89,Female,White,Middle,Rural,Democrat,2.5,2.6,1.4,False
2279337,Karen Jones,68,Female,White,High,Suburban,Republican,-2.3,-2.4,-2.1,False
62618916,Elizabeth Jones,43,Female,White,Middle,Rural,Democrat,2.5,0.6,1.3,False
89039423,Darius Williams,84,Male,Black,Low,Suburban,Democrat,1.6,1.5,1.2,True
14372038,James Brown,53,Male,White,Low,Suburban,Republican,-1.8,-2.6,-2.3,False
16938659,Jose Lopez,55,Male,Hispanic,Middle,Urban,Democrat,0.6,1.3,1.0,False
7949053,James Wilson,63,Male,White,Middle,Urban,Republican,-2.9,-3.0,-2.8,True
53642264,William Smith,24,Male,White,Middle,Urban,Democrat,1.6,1.7,1.5,True
94937405,Mary Rodriguez,90,Female,White,Low,Urban,Republican,-1.6,-2.5,-1.6,True
91662484,Aaliyah Johnson,32,Female,Black,Low,Urban,Democrat,2.8,2.2,1.4,False
53976847,Robert Williams,61,Male,White,Middle,Rural,Democrat,2.4,1.3,1.8,True
60171122,Michael Davis,75,Male,White,Middle,Urban,Republican,-3.0,-2.4,-1.4,True
24007314,Elizabeth Jones,59,Female,White,Middle,Rural,Democrat,1.9,1.7,1.8,True
20026594,Marcus Wilson,30,Male,Black,Middle,Suburban,Democrat,2.9,2.1,1.0,False
37896105,Susan Johnson,53,Female,White,High,Urban,Republican,-0.6,-2.3,-1.2,True
74803210,Joseph Miller,55,Male,White,Middle,Rural,Republican,-2.8,-2.8,-3.0,True
24597924,Arjun Sharma,59,Male,Asian,Middle,Rural,Republican,-2.9,-3.0,-3.0,True
28609519,Rafael Rodriguez,70,Male,Hispanic,Low,Suburban,Democrat,1.9,3.0,1.7,True
7381645,Joseph Rodriguez,62,Male,White,Middle,Urban,Republican,-2.4,-1.7,-2.8,False
61655679,DeShawn Wilson,45,Male,Black,Low,Urban,Democrat,1.4,2.4,2.8,False
60756405,Tanisha Williams,47,Female,Black,Middle,Suburban,Democrat,2.0,1.5,1.8,True
75210322,Thomas Smith,25,Male,White,High,Rural,Republican,-2.9,-2.3,-2.3,False
35566815,Tyrone Wilson,34,Male,Black,Middle,Urban,Democrat,1.5,1.5,1.8,True
19735715,Chen Xiu,26,Female,Asian,High,Urban,Republican,-2.5,-1.9,-2.0,True
5743957,Patricia Wilson,90,Female,White,Middle,Suburban,Democrat,2.7,2.3,1.8,False
43424119,Sofia Hernandez,86,Female,Hispanic,High,Urban,Republican,-1.9,-3.0,-2.1,True
92839306,Charles Jones,73,Male,White,Middle,Suburban,Democrat,1.6,3.0,0.4,False
77450902,Thomas Davis,38,Male,White,Low,Suburban,Republican,-1.8,-0.7,-2.2,True
40220123,Keisha Davis,70,Female,Black,Low,Urban,Democrat,2.1,1.7,1.4,True
19535567,Jose Hernandez,44,Male,Hispanic,High,Urban,Republican,-3.0,-2.7,-3.0,False
94497446,William Davis,22,Male,White,High,Rural,Republican,-2.3,-2.4,-2.5,True
60739832,Jennifer Johnson,75,Female,White,High,Urban,Republican,-2.5,-3.0,-1.3,True
56391381,Richard Williams,52,Male,White,High,Suburban,Republican,-1.9,-1.5,-1.2,True
30779381,Linda Miller,58,Female,White,Middle,Suburban,Democrat,2.5,2.2,1.8,True
64672487,Alejandro Rodriguez,21,Male,Hispanic,Low,Urban,Independent,1.2,1.1,1.2,False
79647267,Linda Davis,81,Female,White,Middle,Urban,Democrat,2.6,1.8,3.0,True
65211648,Elizabeth Miller,80,Female,White,Middle,Urban,Democrat,3.0,0.9,1.5,True
22800810,LaToya Taylor,45,Female,Black,Low,Suburban,Democrat,1.9,2.6,2.0,True
43401695,Elizabeth Miller,22,Female,White,Middle,Rural,Democrat,2.3,1.0,0.9,False
50485591,Aaliyah Anderson,88,Female,Black,Middle,Urban,Democrat,3.0,2.5,1.5,True
21545780,Maria Torres,75,Female,Hispanic,Middle,Rural,Republican,-0.8,-2.6,-1.6,False
23867484,Linda Brown,48,Female,White,Middle,Suburban,Democrat,1.7,2.4,1.9,False
6313726,Joseph Jones,19,Male,White,Middle,Rural,Democrat,1.8,2.5,2.2,False
47062086,Na Park,43,Female,Asian,High,Rural,Democrat,2.6,2.1,1.9,False
61738396,Elizabeth Brown,80,Female,White,Low,Suburban,Democrat,2.2,1.9,0.9,True
645561,Tyrone Taylor,73,Male,Black,Middle,Urban,Democrat,0.5,1.7,1.8,True
77684013,David Brown,42,Male,White,Middle,Rural,Republican,-2.8,-2.8,-1.6,False
89846590,Robert Jones,20,Male,White,Middle,Urban,Republican,-2.2,-2.3,-1.7,False
89907433,Joseph Jones,34,Male,White,Middle,Urban,Democrat,1.3,1.1,2.5,True
74438124,Robert Smith,25,Male,White,High,Suburban,Republican,-2.8,-2.0,-1.9,False
94653609,Charles Davis,73,Male,White,Low,Urban,Republican,-2.1,-2.0,-3.0,True
63618522,Teresa Hernandez,48,Female,Hispanic,Middle,Urban,Democrat,3.0,1.9,1.2,False
70645157,Aaliyah Brown,71,Female,Black,Middle,Urban,Democrat,1.3,2.0,2.1,True
84891373,Karen Johnson,54,Female,White,Low,Suburban,Democrat,1.9,1.4,2.8,False
27314549,LaToya Wilson,46,Female,Black,Low,Urban,Democrat,1.8,2.7,2.8,True
904645,Zhang Xiu,38,Female,Asian,Middle,Urban,Democrat,3.0,2.5,-0.2,True
39920552,Joseph Smith,22,Male,White,Middle,Urban,Republican,-2.6,-1.8,-0.7,False
20222216,Jamal Taylor,19,Male,Black,High,Suburban,Republican,-3.0,-1.8,-2.4,False
55958270,James Smith,42,Male,White,High,Urban,Republican,-1.1,-2.6,-1.7,False
62930063,Juana Rodriguez,74,Female,Hispanic,High,Urban,Republican,-1.4,-2.7,-2.1,True
50029740,Charles Rodriguez,28,Male,White,High,Suburban,Republican,-1.5,-1.7,-2.0,True
60241161,William Davis,88,Male,White,High,Urban,Republican,-2.8,-2.7,-1.5,True
76593357,Elizabeth Rodriguez,60,Female,White,Low,Suburban,Democrat,2.1,2.2,2.7,False
4569888,Darius Davis,54,Male,Black,Low,Suburban,Republican,-2.5,-2.7,-1.7,False
90375503,John Williams,37,Male,White,Middle,Suburban,Democrat,1.9,1.0,0.7,False
45016715,Juan Gonzalez,64,Male,Hispanic,High,Suburban,Republican,-2.3,-2.2,-1.5,False
10246575,Priya Mehta,40,Female,Asian,Middle,Suburban,Democrat,2.0,2.0,0.6,True
47401073,Shanice Jones,32,Female,Black,Middle,Urban,Democrat,3.0,1.8,1.6,False
29893940,Robert Davis,35,Male,White,Middle,Urban,Republican,-2.8,-1.5,-1.4,True
65643988,Michael Jones,85,Male,White,High,Suburban,Republican,-3.0,-1.4,-1.2,False
11360718,Juana Ramirez,79,Female,Hispanic,Low,Urban,Democrat,1.7,1.4,2.1,False
92461093,Michael Davis,56,Male,White,Middle,Urban,Democrat,1.0,2.0,1.1,False
43228997,Ana Garcia,40,Female,Hispanic,Middle,Urban,Democrat,2.2,2.6,1.7,True
13953423,Jessica Davis,61,Female,White,Middle,Urban,Democrat,1.8,1.3,1.5,True
97487527,Guadalupe Ramirez,63,Female,Hispanic,Middle,Urban,Republican,-2.1,-1.2,-1.6,True
16606839,William Rodriguez,50,Male,White,Middle,Suburban,Republican,-1.7,-3.0,-1.5,True
37346422,Elizabeth Davis,85,Female,White,Middle,Suburban,Democrat,2.1,2.3,1.0,True
99732077,Richard Jones,79,Male,White,Middle,Rural,Independent,0.7,0.7,-1.8,False
28581857,James Davis,62,Male,White,Middle,Urban,Republican,-3.0,-2.4,-1.7,False
71421102,Darnell Taylor,25,Male,Black,Low,Rural,Democrat,0.9,1.5,1.3,False
79338353,Rosa Sanchez,83,Female,Hispanic,Low,Urban,Democrat,2.2,2.3,2.2,True
40377991,Nancy Williams,85,Female,White,Middle,Urban,Democrat,1.9,1.6,1.7,False
21952775,Rosa Rodriguez,51,Female,Hispanic,Middle,Urban,Democrat,2.2,2.2,1.6,True
65428703,Susan Garcia,30,Female,White,Middle,Urban,Democrat,2.0,1.6,1.7,True
36103455,Linda Miller,88,Female,White,Low,Urban,Democrat,2.2,2.0,1.4,True
81446270,Jamal Davis,49,Male,Black,Low,Urban,Democrat,1.9,2.6,0.6,False
44227750,Jose Gonzalez,86,Male,Hispanic,Low,Urban,Democrat,1.6,2.2,2.2,True
17923725,Guadalupe Martinez,29,Female,Hispanic,High,Urban,Republican,-1.3,-1.6,-3.0,False
56547771,Robert Rodriguez,21,Male,White,Middle,Urban,Republican,-1.5,-2.1,-2.0,False
11100938,Liu Li,54,Female,Asian,Low,Suburban,Independent,0.3,-1.0,-2.0,False
86774446,Robert Wilson,39,Male,White,High,Suburban,Republican,-3.0,-2.4,-2.0,True
58243286,Karen Brown,67,Female,White,Low,Suburban,Republican,-1.3,-2.8,-1.7,True
11592127,Robert Brown,50,Male,White,Low,Suburban,Republican,-2.4,-1.7,-1.1,False
64801008,Shreya Reddy,43,Female,Asian,Low,Rural,Independent,-0.6,-1.2,0.5,True
59876794,Teresa Torres,42,Female,Hispanic,Low,Suburban,Democrat,2.7,2.7,1.6,False
